USTACK_HASH,USTACK_SYMS
7cf6404ccf465e05,'cuStreamSynchronize+0x20;libcudart.so.12+0x12683;cudaStreamSynchronize+0x1d8'
ed7822dc32f67241,'cuStreamSynchronize+0x20;libcudart.so.12+0x12683;cudaStreamSynchronize+0x1d8'
aee44d782c765941,'__libc_start_main+0x8b'
2261e532619b0058,''
25578186d46f01b1,''
d48476185c2e50c7,''
151019bea2f2ab79,''
765b544a1f60e653,'Java_sun_nio_ch_SocketDispatcher_read0+0x2f'
af72ef4c861b89d5,''
ba62eb1ee33fe5f5,'cuStreamSynchronize+0x20;libcudart.so.12+0x12683;cudaStreamSynchronize+0x1d8'
af63d54c8601e0a7,''
e3cd17beca37e91f,''
b220de45dab4c051,''
39cb3f0d7131c3b7,''
2224d240d5e68651,''
1d83a1975e5b8fa1,''
afa3d64c866ea25a,''
3c7d11aaea82b857,'cuStreamSynchronize+0x20;libcudart.so.12+0x12683;cudaStreamSynchronize+0x1d8'
ebcc3a9ef4c1b081,''
6e942af6c9f7270f,''
319047ee5aa5b726,''
67efa07def32173d,''
6f48318ce7e83220,''
ffb5770d0e7ec0df,''
3bb1dcfd976a783f,''
b8fe1df4145cdb0e,''
747e2154fe15c576,''
220b01a44a9a3614,''
fc20ece3aae76ddf,''
6b2a8224b3192102,''
75e9af0f8a597c07,''
7fb674fc57fe4687,''
8d9c68c4688a2e47,'cuStreamSynchronize+0x20;libcudart.so.12+0x12683;cudaStreamSynchronize+0x1d8'
1258f946d2fdec50,'cuStreamSynchronize+0x20;libcudart.so.12+0x12683;cudaStreamSynchronize+0x1d8'
530b0bcb28091373,'nvmlDeviceGetProcessUtilization+0xe1'
765b92461f6115e7,'Java_sun_nio_ch_SocketDispatcher_read0+0x2f'
67028c7d66e3ca01,''
3aea633e2cdcbb5c,''
ff6584a05524895c,'__explicit_bzero_chk+0x17;__libc_start_main+0x8b'
3e672f0f2c06bc87,''
afb9bd4c8693d9df,''
54ca9d754ed2ead8,'_PyEval_EvalFrameDefault+0x212e;_PyEval_EvalFrameDefault+0x4cb0'
c725e60c6ba2a4b6,''
47dedcfa461aef3f,''
cb3870b792997a03,''
407494f6d38156e7,''
b8d25056589c0ede,'pg_stat_get_activity+0x6a;ExecMakeTableFunctionResult+0x3ec;ExecScan+0xe5;MultiExecHash+0x3b2;InstrStopNode+0x154;standard_ExecutorFinish+0xdd;MemoryContextResetOnly+0x49'
765b97c51f6110ce,'Java_sun_nio_ch_SocketDispatcher_read0+0x2f'
999c33b803f23673,''
5fd4bf0a8c166f2e,'Java_sun_nio_ch_SocketDispatcher_write0+0x2f'
17fb9cf92e5c2f09,''
a06db15200c8e351,'nvmlDeviceGetPcieThroughput+0x106'
765cebdf1f61e6e8,'Java_sun_nio_ch_SocketDispatcher_read0+0x2f'
e4698b7a380efd56,''
a80144cdc7d26509,''
ea015a486d62c95c,'fio_backend+0x134;main+0xae;__libc_start_main+0x8b;_start+0x25'
27d13fc49d5508f9,''
4cb67b4a55bbe436,'Java_sun_nio_ch_SocketDispatcher_read0+0x2f'
5919e50e3b5aaf6c,''
2f4c750b1a5a2887,''
6d2f65030482c657,''
a395d4f92ef2d6a7,''
f3c8ccea6c39720f,''
318531b892b5fda2,''
765b618c1f64b5ad,'Java_sun_nio_ch_SocketDispatcher_read0+0x2f'
4af08916c1ac5dce,'pthread_cond_timedwait+0x23e;PlatformEvent::park_nanos(long)+0x107;JavaThread::sleep_nanos(long)+0xa4'
ae15994c83c9f0b3,''
da4a7dd4bbc05256,'fio_backend+0x134;main+0xae;__libc_start_main+0x8b;_start+0x25'
c70c60939c298fc8,'__libc_fcntl64+0x45;Java_sun_nio_ch_IOUtil_configureBlocking+0x6f'
8f929610b33342c0,'cuCtxCreate_v3+0x20'
fc6c1b7388e6f14c,''
62141d080aa36aff,''
27cbcd07a79a8b0f,''
a03804ba38f7b019,''
9fd0a978998acce3,''
e325299b07405643,''
dd28fce060bba7d8,'nvmlDeviceGetPcieThroughput+0x106'
b50814f79997f967,''
296b524b2a20c721,''
24d3ebb8ea2e42b1,'doupdate_sp+0x1b5'
377b453eed27d6a6,'Java_sun_nio_ch_SocketDispatcher_read0+0x2f'
5c27ad3e6092a8af,''
fcb1d273895d6741,''
765a4d3b1f5fc05c,'Java_sun_nio_ch_SocketDispatcher_read0+0x2f'
4d051080ba634d22,'pthread_cond_timedwait+0x115;PlatformEvent::park_nanos(long)+0x139;JavaThread::sleep_nanos(long)+0x63;JVM_Sleep+0x17a'
f578dae18538d854,'pthread_cond_timedwait+0x115;os_event::timed_wait(timespec const*)+0x3a;os_event::wait_time_low(std::chrono::duration<long, std::ratio<(long)1, (long)1000000> >, long)+0x81;log_writer(log_t*)+0x3d6'
dbe1f9bf815a7541,''
c189d8eb17a1a669,'pthread_cond_timedwait+0x115;os_event::timed_wait(timespec const*)+0x3a;os_event::wait_time_low(std::chrono::duration<long, std::ratio<(long)1, (long)1000000> >, long)+0x81;log_files_governor(log_t*)+0x159'
d108e47fcc8af626,''
1f540007a46b0ad9,''
23fa24fd6f1d4a97,''
dd291fe060bbe351,'nvmlDeviceGetPcieThroughput+0x106'
98d3f1d2f6f204e0,'__libc_fcntl64+0x45;Java_sun_nio_ch_IOUtil_configureBlocking+0x6f'
57bd2ad3136ffb8,''
a4e209908163f405,'_IO_file_open+0x2f;_IO_file_fopen+0x282;fopen64+0x82;update_io_ticks+0xb5'
29d151aa720d38f9,''
60902f906b0e0743,'_IO_file_underflow+0x165;_IO_default_uflow+0x32;_IO_getline_info+0xaa;fgets+0xa4;update_io_ticks+0xb5'
8f78a18009ff0afd,'_IO_file_underflow+0x165;_IO_default_uflow+0x32;_IO_getline_info+0xaa;update_io_ticks+0xb5'
812aa4ed0f76b417,''
8f1a219708df3dc1,'_IO_fclose+0xa0'
b6b1f2881a7e617d,''
116cd8ad45818cea,''
7e5364f73ca2f257,''
e0ece21047b32165,''
765b517e1f60ed1f,'Java_sun_nio_ch_SocketDispatcher_read0+0x2f'
6919d00a324ab7f,''
af63b84c8601af60,''
c915980e93fc35d0,'build_function_result_tupdesc_d+0x1ed;get_expr_result_tupdesc+0x2f;get_rte_attribute_is_dropped+0x19d;AcquireRewriteLocks+0x1f6;QueryRewrite+0x5e;pg_rewrite_query+0x46;pg_analyze_and_rewrite_fixedparams+0x43;SPI_execute+0xd5;pgsentinel_main+0x19d;StartBackgroundWorker+0x22d;PostmasterMain+0xdc9;main+0x227;__libc_start_main+0x8b'
52a5bcf53f6adddf,''
7c3bd4f58614e8a7,''
59c894e9668b12e7,''
bcf454f7a70e6a27,''
765b161c1f60c7bd,'Java_sun_nio_ch_SocketDispatcher_read0+0x2f'
3b8dc4658c268f79,''
5a8ef50b63dc2807,''
f3153b899c10965,''
765cb0641f61ca05,'Java_sun_nio_ch_SocketDispatcher_read0+0x2f'
cbfeb15097fbba61,''
f5ee0dde3ddea29f,''
7d52b50f04eec747,''
f91abf8aeb0dc6c,'td_io_queue+0x170'
b0f5d193f4c662b9,''
2b55189d45abe121,''
549f4b05dcba3000,'__libc_fcntl64+0x45;Java_sun_nio_ch_IOUtil_configureBlocking+0x6f'
126a0572f6f204e0,'__libc_fcntl64+0x45;Java_sun_nio_ch_IOUtil_configureBlocking+0x6f'
a00bac8be39ab709,''
52b56fb85353baf5,'__libc_fcntl64+0x45;Java_sun_nio_ch_IOUtil_configureBlocking+0x6f'
97ed1d06b32325ff,''
b5ffc0b2e8ea21b3,'pthread_cond_timedwait+0x23e;PlatformEvent::park_nanos(long)+0x107;JavaThread::sleep_nanos(long)+0x63'
e8005d0c5433dbbf,''
12f66b9576cd1c4f,''
1b24dcfd4af242b0,'__libc_fcntl64+0x45'
3207354a4f511789,''
2228e4bef6e2b2d1,''
776c83a24abbcfff,'__libc_fcntl64+0x45'
f400c68f07441e83,''
765b72e11f654982,'Java_sun_nio_ch_SocketDispatcher_read0+0x2f'
e785c5006e638b77,''
3449e4f6cf733d17,'io_queue_event+0x3a9;fio_backend+0x134;main+0xae;__libc_start_main+0x8b;_start+0x25'
765cc3621f61cd6b,'Java_sun_nio_ch_SocketDispatcher_read0+0x2f'
454f8fdd1215698f,''
455ebb3fe186e031,''
765b9a781f611281,'Java_sun_nio_ch_SocketDispatcher_read0+0x2f'
af81489d212903f5,''
765b62c81f6536d1,'Java_sun_nio_ch_SocketDispatcher_read0+0x2f'
9691dcfb52c19bdf,''
21d24fe1fcedde1,''
d7b7232c21c1907b,''
2e1b6a92776795f9,''
765b49411f64a662,'Java_sun_nio_ch_SocketDispatcher_read0+0x2f'
7652eceb4a0a266f,''
7f7237602afa7262,'_PyEval_EvalFrameDefault+0xadf;_PyEval_EvalFrameDefault+0x4cb0'
d311fd01fea2ce9f,''
f45e34ec203751c7,''
3e5fe530191ecdef,''
a06d8e5200c8a7d8,'nvmlDeviceGetPcieThroughput+0x106'
f759ec59ad248251,''
984ebd0866c908df,''
fa3e9cb739a76661,''
1f14eceab5cbcc6f,''
bd356d98b83dc84f,'_PyEval_EvalFrameDefault+0x4cb0'
765ca84b1f61c4ec,'Java_sun_nio_ch_SocketDispatcher_read0+0x2f'
d5bb618e618f6419,''
f8cd9ce042c09f7f,''
49f4b003bca3000,'__libc_fcntl64+0x45;Java_sun_nio_ch_IOUtil_configureBlocking+0x6f'
9b4dfef1f51ae84f,''
ea9c265064bab8af,''
7c43808c0a9eac69,''
561cdb11f2b3f8a,'Java_sun_nio_ch_SocketDispatcher_read0+0x2f'
9cd27d06bb74e81f,''
f6a43dde3f14362f,''
1e509e624312aa87,''
765b51971f60e4a0,'Java_sun_nio_ch_SocketDispatcher_read0+0x2f'
ff975dde4e49558f,''
e61953476b335bc8,''
d7c350f1ee0f73f9,''
eb8b6edb2523c951,''
765b672f1f60f238,'Java_sun_nio_ch_SocketDispatcher_read0+0x2f'
66b9a4a458492267,'nvmlDeviceGetMaxClockInfo+0x150'
8f3e8665612c1b5c,''
ec046ce54606c2ef,''
acb835d9f8b88700,''
fdc5e4935586bf38,'PlatformEvent::park_nanos(long)+0x139'
86fa57056ddce81c,'__libc_fcntl64+0x45;Java_sun_nio_ch_IOUtil_configureBlocking+0x3b'
f62d571202bdc84f,'_PyEval_EvalFrameDefault+0x4cb0'
55418cecc4d9a04f,''
18b48d0e59f6094f,''
2625e4928ac1eb14,'__libc_fcntl64+0x45;Java_sun_nio_ch_IOUtil_configureBlocking+0x6f'
a8ecbce83a0582df,''
c69c1c307ff5fd8f,'Java_sun_nio_ch_SocketDispatcher_read0+0x2f;Java_sun_nio_ch_SocketDispatcher_write0+0x2f'
9b611cfad40141ff,''
599ee3941e6df6e9,''
aaa2d167552e0813,''
765a23471f602650,'Java_sun_nio_ch_SocketDispatcher_read0+0x2f'
e73aeabaae9d0511,''
f2e4c4e1ebb5f877,''
765b59b01f60e9b9,'Java_sun_nio_ch_SocketDispatcher_read0+0x2f'
d7ba13ef72662cb1,''
765b69c91f60fc6a,'Java_sun_nio_ch_SocketDispatcher_read0+0x2f'
d77a24fea01fca97,''
200b9cfbb56ef97f,''
3a404f9c52697227,'pthread_cond_timedwait+0x23e;PlatformMonitor::wait(unsigned long)+0x60;Monitor::wait_without_safepoint_check(unsigned long)+0x3d;MonitorDeflationThread::monitor_deflation_thread_entry(JavaThread*, JavaThread*)+0xc3;JavaThread::thread_main_inner()+0x1e6;Thread::call_run()+0xa7;thread_native_entry(Thread*)+0xd5'
dae174fea5e85787,''
c05da501deda5d17,''
963147a03d72d2e7,'Java_sun_nio_ch_SocketDispatcher_read0+0x2f'
a31164e83011cc57,''
1df871629e3fab83,''
7e49f391f38ae84d,'clauselist_selectivity_ext+0x41a'
35d093e11f2b3f8a,'Java_sun_nio_ch_SocketDispatcher_read0+0x2f'
a933ace16e7e0caf,''
b0e0ff04ddf39067,'pthread_cond_timedwait+0x23e;PlatformEvent::park_nanos(long)+0x107;JavaThread::sleep_nanos(long)+0xa4;JVM_Sleep+0x1c5'
af9044e9f84d62f7,''
20653450ab7ace27,'__libc_fcntl64+0x45;Java_sun_nio_ch_IOUtil_configureBlocking+0x6f'
4a1c5762fd24a4f9,'parking::Inner::park+0x24d;core::ops::function::FnOnce::call_once{{vtable.shim}}+0x16b'
fb39f21f364551a9,''
a0ac315200d6b1b1,'nvmlDeviceGetPcieThroughput+0x126'
765b310f1f648e98,'Java_sun_nio_ch_SocketDispatcher_read0+0x2f'
c12ccae5f7d290db,'Java_sun_nio_ch_IOUtil_configureBlocking+0x6f'
4ea7389e99709f06,'__libc_start_main+0x8b'
ecfe71aee87ca109,''
55643d791f2b3f8a,'Java_sun_nio_ch_SocketDispatcher_read0+0x2f'
a15d1cf7782c75ff,''
6133a04fa4d95821,''
865095017c362ae7,''
4531e1b462775139,''
b2ead4e17f0045a7,''
1e59b66243221e4f,''
6277ccf55a4ccf0f,''
255c4fd35f2fb77,''
6162d3494174b6d0,'pthread_cond_timedwait+0x115'
f38b8fc8ecd16be7,''
5a286d064a2deeef,''
125417c76e202aff,''
83e2aff5826ca6e4,'_PyEval_EvalFrameDefault+0x212e;_PyEval_EvalFrameDefault+0x4cb0'
b89794f952a4cfe7,''
353ed7b1d7fe2df0,'pthread_cond_timedwait+0x23e;PlatformEvent::park_nanos(long)+0x139;JavaThread::sleep_nanos(long)+0x63'
765b69e21f60f3eb,'Java_sun_nio_ch_SocketDispatcher_read0+0x2f'
2a5834ec7bef1fc7,''
c4694c914801802a,'Java_sun_nio_ch_SocketDispatcher_read0+0x2f'
7659ccce1f5ff86f,'Java_sun_nio_ch_SocketDispatcher_read0+0x2f'
9fd0d9067a09fc79,''
2b91aee5656dcb77,'pthread_cond_timedwait+0x23e;PlatformEvent::park_nanos(long)+0x107;JavaThread::sleep_nanos(long)+0xa4;JVM_Sleep+0x1c5'
c1d32781f80c5801,'pthread_cond_timedwait+0x23e;PlatformEvent::park_nanos(long)+0x107;JavaThread::sleep_nanos(long)+0xa4;JVM_Sleep+0x18a'
f1d0e382c4c1dc79,''
f9f03cec29ae755f,''
71628f69d06e72d9,''
ad1a34faf21ec5c7,''
b864f3375b1d8f91,''
7dbfa7c824a7f0af,''
d3159d772ee6c904,'_IO_file_xsputn+0x1fa;fputs+0xac;write_string_stream_ts+0xfc;write_string_file_ts_at+0x1ea;cg_attach+0xb2;exec_spawn+0x538;job_run_and_invalidate+0x5d1;sd_event_dispatch+0x12d;sd_event_run+0xb8;manager_loop+0x4e0;__libc_start_main+0x8b'
211e56cfacdf7b70,'_IO_file_xsputn+0x1fa;fputs+0xac;write_string_stream_ts+0xfc;write_string_file_ts_at+0x1ea;cg_attach+0xb2;cg_attach_everywhere+0x31;__libc_start_main+0x8b'
305371b1c85843e9,''
b28f0edfb8a07071,''
ae1eb9ca660bc361,''
2b9264e91804ff57,''
765b03501f60b359,'Java_sun_nio_ch_SocketDispatcher_read0+0x2f'
19d5125479526db5,'__libc_start_main+0x8b'
27885ed2881d3969,''
9835a817b0d35a19,''
e7b5d05c996dcbf,''
79ef08b1bf2c14fb,''
1a7ed23440962b99,''
dc4d58b1bf2c14fb,''
ccbee8b1bf2c14fb,''
33a18b1bf2c14fb,''
864888b1bf2c14fb,''
f6b0ace03f2973af,''
b23c4471c2ecec14,''
8464fcfc5ff2d79f,''
da32413b5d3dfc31,''
b1b2bcf946edf4df,''
765c86331f65f6d4,'Java_sun_nio_ch_SocketDispatcher_read0+0x2f'
765cf1451f61ea4e,'Java_sun_nio_ch_SocketDispatcher_read0+0x2f'
2d047507b079d087,''
97589706f2015d59,''
3da27733b665ba44,''
b9274d90decb29fd,''
e72a1ec6b9d74e11,''
e0b0617b34bd7066,''
765b46a71f649c30,'Java_sun_nio_ch_SocketDispatcher_read0+0x2f'
11290d026823fecf,''
a22e9e836c3ae8e1,''
e95168b1d14cec7d,''
a6b3a3f157dff77e,'JVM_Sleep+0x1c5'
2f98b2adb722aec1,''
f0c9bd03e42209df,''
